Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Cost
count-your-chickens-award-winning-counting,Count Your Chickens Award Winning Counting,"<p>Discover Count Your Chickens Award Winning Counting, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Peaceable Kingdom,Board Games,Board Games,"board-game, kids-game",true,Title,Default Title,,,DB-BG-COUNTY-112,0,shopify,100,deny,manual,15.99,,true,true,,https://m.media-amazon.com/images/I/81lNgr5VaoL._AC_SX679_.jpg,1,Peaceable Kingdom Count Your Chickens Award Winning Cooperative Counting Game for Kids,false,Count Your Chickens Award Winning Counting,"Get the fun and exciting Count Your Chickens Award Winning Counting. Perfect for family game nights, parties, and gifts!",9.59
brick-like-this-the-official-lego,Brick Like This! The Official Lego,"<p>Discover Brick Like This! The Official Lego, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Bezzerwizzer,Board Games,Board Games,"board-game, kids-game, party-game",true,Title,Default Title,,,DB-BG-BRICKL-113,0,shopify,100,deny,manual,14.98,,true,true,,https://m.media-amazon.com/images/I/710cadrLWsL._AC_SX679_.jpg,1,"Asmodee Brick Like This! The Official Lego Party Game - A Fast, Fun Building Game for Families, Kids, Teens & Adults, Ages 7+, 2-8 Players, 15 Minute Playtime",false,Brick Like This! The Official Lego,"Get the fun and exciting Brick Like This! The Official Lego. Perfect for family game nights, parties, and gifts!",8.99
spidey-and-his-amazing-friends-yahtzee-jrmarvel-edition,Spidey And His Amazing Friends Yahtzee Jr.Marvel Edition,"<p>Discover Spidey And His Amazing Friends Yahtzee Jr.Marvel Edition, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Other,Board Games,Board Games,"board-game, kids-game",true,Title,Default Title,,,DB-BG-SPIDEY-114,0,shopify,100,deny,manual,14.99,,true,true,,https://m.media-amazon.com/images/I/718bHMk0DyL._AC_SX679_.jpg,1,"Hasbro Gaming Spidey and His Amazing Friends Yahtzee Jr.Marvel Edition Board Game for Kids, Ages 4 and Up (Amazon Exclusive)",false,Spidey And His Amazing Friends Yahtzee Jr.Marvel Edition,"Get the fun and exciting Spidey And His Amazing Friends Yahtzee Jr.Marvel Edition. Perfect for family game nights, parties, and gifts!",8.99
spin-master-shark-strike,Spin Master: Shark Strike,"<p>Discover Spin Master: Shark Strike, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Other,Board Games,Board Games,"board-game, kids-game",true,Title,Default Title,,,DB-BG-SPINMA-115,0,shopify,100,deny,manual,9.99,,true,true,,https://m.media-amazon.com/images/I/81e8LMftLnL._AC_SX679_.jpg,1,"Spin Master Games, Shark Strike, Bowling Game with Wind-Up Jaw-Chomping Action, Easy Activity Toy for Preschoolers, Fun for Kids & Family, 2-4 Players, for Ages 5 & Up",false,Spin Master: Shark Strike,"Get the fun and exciting Spin Master: Shark Strike. Perfect for family game nights, parties, and gifts!",5.99
reel-big-catch,Reel Big Catch,"<p>Discover Reel Big Catch, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Educational Insights,Board Games,Board Games,"board-game, kids-game",true,Title,Default Title,,,DB-BG-REELBI-116,0,shopify,100,deny,manual,24.99,,true,true,,https://m.media-amazon.com/images/I/81PBnw5nhtL._SX522_.jpg,1,"Educational Insights Reel Big Catch Game - Preschool Math Games for 4 Year Olds, Who Can Catch the Longest Fish Game, Kindergarten Learning Activities, Fishing and Counting Games for Kids Ages 3-5",false,Reel Big Catch,"Get the fun and exciting Reel Big Catch. Perfect for family game nights, parties, and gifts!",14.99
super-skills-action-for-competitive-people,Super Skills: Action For Competitive People,"<p>Discover Super Skills: Action For Competitive People, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",The World Game,Board Games,Board Games,"board-game, kids-game, party-game",true,Title,Default Title,,,DB-BG-SUPERS-117,0,shopify,100,deny,manual,29.99,,true,true,,https://m.media-amazon.com/images/I/81wNnwPm30L._AC_SY879_.jpg,1,"Super Skills - Action Game for Competitive People - Beat Your Friends at 120 Challenges - Fun Group Activity for Family Night or Party with Kids, Teen",false,Super Skills: Action For Competitive People,"Get the fun and exciting Super Skills: Action For Competitive People. Perfect for family game nights, parties, and gifts!",17.99
exploding-kittens,Exploding Kittens,"<p>Discover Exploding Kittens, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Exploding Kittens,Board Games,Board Games,"board-game, kids-game, party-game",true,Title,Default Title,,,DB-BG-EXPLOD-118,0,shopify,100,deny,manual,24.97,,true,true,,https://m.media-amazon.com/images/I/81c7ffRy-lL._AC_SX679_.jpg,1,"Exploding Kittens: The Board Game - The Action Packed Party Game to Celebrate 10th Birthday - 2-6 Players Aged 7+ - Great for Adults, Teens, Collectors, Kids",false,Exploding Kittens,"Get the fun and exciting Exploding Kittens. Perfect for family game nights, parties, and gifts!",14.98
mouse-trap-and-up,Mouse Trap And Up,"<p>Discover Mouse Trap And Up, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Hasbro,Board Games,Board Games,"board-game, kids-game, classic",true,Title,Default Title,,,DB-BG-MOUSET-119,0,shopify,100,deny,manual,21.92,,true,true,,https://m.media-amazon.com/images/I/81UqarfDnGL._AC_SX679_.jpg,1,"Hasbro Gaming Mouse Trap Board Game for Kids Ages 6 and Up, Classic Game for 2-4 Players, with Easier Set-Up Than Previous Versions",false,Mouse Trap And Up,"Get the fun and exciting Mouse Trap And Up. Perfect for family game nights, parties, and gifts!",13.15
pie-face,Pie Face,"<p>Discover Pie Face, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Other,Board Games,Board Games,"board-game, kids-game",true,Title,Default Title,,,DB-BG-PIEFAC-120,0,shopify,100,deny,manual,19.88,,true,true,,https://m.media-amazon.com/images/I/81auoMWfv4L._AC_SX679_.jpg,1,Hasbro Gaming Pie Face Game | Whipped Cream Family Board Game for Kids | Ages 5 and Up | for 2 or More Players | Funny Preschool Games | Kids Gifts,false,Pie Face,"Get the fun and exciting Pie Face. Perfect for family game nights, parties, and gifts!",11.93
trimagic-metal-jacks-with-ball,TriMagic Metal Jacks With Ball,"<p>Discover TriMagic Metal Jacks With Ball, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",TriMagic,Board Games,Board Games,"board-game, classic",true,Title,Default Title,,,DB-BG-TRIMAG-121,0,shopify,100,deny,manual,12.99,,true,true,,https://m.media-amazon.com/images/I/711vnYZtWFL._AC_SX679_.jpg,1,"TriMagic Metal Jacks Game with Ball Classic, Jax Toy, Vintage Jacks and Ball Set, Original Jax Game, Retro Old School Toys for Family, Old Fashioned Nostalgic Gifts",false,TriMagic Metal Jacks With Ball,"Get the fun and exciting TriMagic Metal Jacks With Ball. Perfect for family game nights, parties, and gifts!",7.79
scrabble-junior,Scrabble Junior,"<p>Discover Scrabble Junior, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Other,Board Games,Board Games,"board-game, kids-game",true,Title,Default Title,,,DB-BG-SCRABB-122,0,shopify,100,deny,manual,19.94,,true,true,,https://m.media-amazon.com/images/I/81-k-rY1THL._AC_SX679_.jpg,1,Hasbro Gaming Scrabble Junior Board Game | 2-4 Players | Family Educational Word Games for Kids | Back to School Gifts for Classroom | Ages 5+,false,Scrabble Junior,"Get the fun and exciting Scrabble Junior. Perfect for family game nights, parties, and gifts!",11.96
bonnyco-4-in-a-row-pack-of-16-birthday-party-favors,BONNYCO 4 In A Row Pack Of 16 Birthday Party Favors,"<p>Discover BONNYCO 4 In A Row Pack Of 16 Birthday Party Favors, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",BONNYCO,Board Games,Board Games,"board-game, kids-game, party-game",true,Title,Default Title,,,DB-BG-BONNYC-123,0,shopify,100,deny,manual,20.99,,true,true,,https://m.media-amazon.com/images/I/81WtsRizPqL._AC_SX679_.jpg,1,"BONNYCO 4 in a Row Pack of 16 Birthday Party Favors for Kids Age 5-12. Classroom Prizes for Students, Bulk Gifts, Mini Travel Board Games and Toys, Goodie Bags and Pinata Stuffers",false,BONNYCO 4 In A Row Pack Of 16 Birthday Party Favors,"Get the fun and exciting BONNYCO 4 In A Row Pack Of 16 Birthday Party Favors. Perfect for family game nights, parties, and gifts!",12.59
jumbo-stratego,Jumbo: Stratego,"<p>Discover Jumbo: Stratego, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Jumbo,Board Games,Board Games,"board-game, strategy-game",true,Title,Default Title,,,DB-BG-JUMBOS-124,0,shopify,100,deny,manual,28.99,,true,true,,https://m.media-amazon.com/images/I/91uGspuEVeS._AC_SX679_.jpg,1,"Jumbo, Stratego - Original, Strategy Board Game, 2 Players, Ages 8 Year Plus",false,Jumbo: Stratego,"Get the fun and exciting Jumbo: Stratego. Perfect for family game nights, parties, and gifts!",17.39
buffalo-chronology,Buffalo: Chronology,"<p>Discover Buffalo: Chronology, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Buffalo Games,Board Games,Board Games,"board-game, trivia",true,Title,Default Title,,,DB-BG-BUFFAL-125,0,shopify,100,deny,manual,17.40,,true,true,,https://m.media-amazon.com/images/I/81IHbdB1wFL._AC_SX679_.jpg,1,"Buffalo Games - Chronology - The Game Where You Make History - Historical Timeline Trivia for 2+ Players, Ages 14+",false,Buffalo: Chronology,"Get the fun and exciting Buffalo: Chronology. Perfect for family game nights, parties, and gifts!",10.44
shut-the-box,Shut The Box,"<p>Discover Shut The Box, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Regal Games,Board Games,Board Games,"board-game, kids-game, wooden",true,Title,Default Title,,,DB-BG-SHUTTH-126,0,shopify,100,deny,manual,14.99,,true,true,,https://m.media-amazon.com/images/I/71hoQBXO35L._AC_SX679_.jpg,1,"Regal Games Shut The Box - Fun Table Math Game with Wooden Board for Adults & Kids - 12 Spots Dice Game with 2+ Player Games - Ideal for Game Night, Travel - (Ages 8+)",false,Shut The Box,"Get the fun and exciting Shut The Box. Perfect for family game nights, parties, and gifts!",8.99
clue-junior-and-up,Clue Junior And Up,"<p>Discover Clue Junior And Up, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Other,Board Games,Board Games,"board-game, kids-game, classic",true,Title,Default Title,,,DB-BG-CLUEJU-127,0,shopify,100,deny,manual,17.99,,true,true,,https://m.media-amazon.com/images/I/61S4QIjbDQL._AC_SX679_.jpg,1,"Hasbro Gaming Clue Junior Board Game for Kids Ages 5 and Up, Case of The Broken Toy, Classic Mystery Game for 2-6 Players",false,Clue Junior And Up,"Get the fun and exciting Clue Junior And Up. Perfect for family game nights, parties, and gifts!",10.79
wonder-forge-disney-princess-enchanted-cupcake,Wonder Forge Disney Princess Enchanted Cupcake,"<p>Discover Wonder Forge Disney Princess Enchanted Cupcake, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Wonder Forge,Board Games,Board Games,"board-game, kids-game, party-game",true,Title,Default Title,,,DB-BG-WONDER-128,0,shopify,100,deny,manual,14.88,,true,true,,https://m.media-amazon.com/images/I/81lmXmIwmwL._AC_SX679_.jpg,1,Wonder Forge Disney Princess Enchanted Cupcake Party Game - Exciting Matching Game | Fun for Kids & Adults | Ideal for Disney Princesses Enthusiasts | Two Game Modes | Gaming Experience,false,Wonder Forge Disney Princess Enchanted Cupcake,"Get the fun and exciting Wonder Forge Disney Princess Enchanted Cupcake. Perfect for family game nights, parties, and gifts!",8.93
gamewright-forbidden-island,Gamewright: Forbidden Island,"<p>Discover Gamewright: Forbidden Island, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Gamewright,Board Games,Board Games,"board-game, strategy-game",true,Title,Default Title,,,DB-BG-GAMEWR-129,0,shopify,100,deny,manual,20.99,,true,true,,https://m.media-amazon.com/images/I/71pGcv2wdkL._AC_SX679_.jpg,1,"Gamewright - Forbidden Island - Cooperative Strategy Survival Board Game, 2-4 Players",false,Gamewright: Forbidden Island,"Get the fun and exciting Gamewright: Forbidden Island. Perfect for family game nights, parties, and gifts!",12.59
dont-wake-daddy,Don't Wake Daddy,"<p>Discover Don't Wake Daddy, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Goliath,Board Games,Board Games,"board-game, kids-game",true,Title,Default Title,,,DB-BG-DONTWA-130,0,shopify,100,deny,manual,14.49,,true,true,,https://m.media-amazon.com/images/I/91Rs+PG1c-L._AC_SX679_.jpg,1,"Goliath Don't Wake Daddy Board Game | Surprise Action Game for Kids | 2-6 Players, Ages 4+",false,Don't Wake Daddy,"Get the fun and exciting Don't Wake Daddy. Perfect for family game nights, parties, and gifts!",8.69
guess-who-animal-friends,Guess Who? Animal Friends,"<p>Discover Guess Who? Animal Friends, a fantastic and engaging game perfect for your next game night! Ideal for players looking for strategy, fun, and memorable moments. This game features high-quality components and is designed to bring family and friends together for hours of entertainment.</p>",Other,Board Games,Board Games,"board-game, kids-game",true,Title,Default Title,,,DB-BG-GUESSW-131,0,shopify,100,deny,manual,19.19,,true,true,,https://m.media-amazon.com/images/I/81WMY3CouaL._AC_SX679_.jpg,1,Hasbro Gaming Guess Who? Animal Friends Game | 2 Double-Sided Animal Sheets | 2-Player Board Games for Kids | Easter Gifts for Boys and Girls | Ages 6+ (Amazon Exclusive),false,Guess Who? Animal Friends,"Get the fun and exciting Guess Who? Animal Friends. Perfect for family game nights, parties, and gifts!",11.51
